rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
93,36.0,P4,720,appsec-legacy,bwapp,trivy,python: Command injection in the shutil module,medium,CVE-2018-1000802,CWE-77,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libpython2.7-minimal,2.7.6-8ubuntu0.5,"Python Software Foundation Python (CPython) version 2.7 contains a CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in shutil module (make_archive function) that can result in Denial of service, Information gain via injection of arbitrary files on the system or entire drive. This attack appear to be exploitable via Passage of unfiltered user input to the function. This vulnerability appears to have been fixed in after commit add531a1e55b0a739b0f42582f1c9747e5649ace.","[first_aid] Apply the vendor security patch for CVE-2018-1000802; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.5 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.5"
94,36.0,P4,720,appsec-legacy,bwapp,trivy,The AMF3CD_AddProp function in amf.c in RTMPDump 2.4 allows remote RTM ...,medium,CVE-2015-8271,CWE-123,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,librtmp0,2.4+20121230.gitdf6c518-1ubuntu0.1,The AMF3CD_AddProp function in amf.c in RTMPDump 2.4 allows remote RTMP Media servers to execute arbitrary code.,"[first_aid] Apply the vendor security patch for CVE-2015-8271; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package librtmp0 from 2.4+20121230.gitdf6c518-1 to 2.4+20121230.gitdf6c518-1ubuntu0.1 (fixed version) in the ima | [scanner_guidance] Upgrade librtmp0 from 2.4+20121230.gitdf6c518-1 to 2.4+20121230.gitdf6c518-1ubuntu0.1"
95,36.0,P4,720,appsec-legacy,bwapp,trivy,OpenSSL: Double-free in DSA code,low,CVE-2016-0705,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libssl1.0.0,1.0.1f-1ubuntu2.18,Double free vulnerability in the dsa_priv_decode function in crypto/dsa/dsa_ameth.c in OpenSSL 1.0.1 before 1.0.1s and 1.0.2 before 1.0.2g allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via a malformed DSA private key.,"[first_aid] Apply the vendor security patch for CVE-2016-0705; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.18 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.18"
96,36.0,P4,720,appsec-legacy,bwapp,trivy,OpenSSL: Fix memory issues in BIO_*printf functions,low,CVE-2016-0799,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.18,"The fmtstr function in crypto/bio/b_print.c in OpenSSL 1.0.1 before 1.0.1s and 1.0.2 before 1.0.2g improperly calculates string lengths, which allows remote attackers to cause a denial of service (overflow and out-of-bounds read) or possibly have unspecified other impact via a long string, as demonstrated by a large amount of ASN.1 data, a different vulnerability than CVE-2016-2842.","[first_aid] Apply the vendor security patch for CVE-2016-0799; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.18 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.18"
97,36.0,P4,720,appsec-legacy,bwapp,trivy,openssl: Possible integer overflow vulnerabilities in codebase,low,CVE-2016-2177,CWE-190,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.22,"OpenSSL through 1.0.2h incorrectly uses pointer arithmetic for heap-buffer boundary checks, which might allow remote attackers to cause a denial of service (integer overflow and application crash) or possibly have unspecified other impact by leveraging unexpected malloc behavior, related to s3_srvr.c, ssl_sess.c, and t1_lib.c.","[first_aid] Apply the vendor security patch for CVE-2016-2177; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.22 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.22"
98,36.0,P4,720,appsec-legacy,bwapp,trivy,openssl: Out-of-bounds write caused by unchecked errors in BN_bn2dec(),low,CVE-2016-2182,CWE-787,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.20,"The BN_bn2dec function in crypto/bn/bn_print.c in OpenSSL before 1.1.0 does not properly validate division results, which allows remote attackers to cause a denial of service (out-of-bounds write and application crash) or possibly have unspecified other impact via unknown vectors.","[first_aid] Apply the vendor security patch for CVE-2016-2182; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20"
99,36.0,P4,720,appsec-legacy,bwapp,trivy,libX11: Insufficient validation of server responses in FontNames,low,CVE-2016-7943,CWE-787,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libx11-6,2:1.6.2-1ubuntu2.1,"The XListFonts function in X.org libX11 before 1.6.4 might allow remote X servers to gain privileges via vectors involving length fields, which trigger out-of-bounds write operations.","[first_aid] Apply the vendor security patch for CVE-2016-7943; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libx11-6 from 2:1.6.2-1ubuntu2 to 2:1.6.2-1ubuntu2.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libx11-6 from 2:1.6.2-1ubuntu2 to 2:1.6.2-1ubuntu2.1"
100,36.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Use after free via namespace node in XPointer ranges,medium,CVE-2016-4658,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.9,"xpointer.c in libxml2 before 2.9.5 (as used in Apple iOS before 10, OS X before 10.12, tvOS before 10, and watchOS before 3, and other products) does not forbid namespace nodes in XPointer ranges, which allows remote attackers to execute arbitrary code or cause a denial of service (use-after-free and memory corruption) via a crafted XML document.","[first_aid] Apply the vendor security patch for CVE-2016-4658; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.9 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.9"
101,36.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Format string vulnerability,low,CVE-2016-4448,CWE-134,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.9,Format string vulnerability in libxml2 before 2.9.4 allows attackers to have unspecified impact via format string specifiers in unknown vectors.,"[first_aid] Apply the vendor security patch for CVE-2016-4448; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.9 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.9"
102,36.0,P4,720,appsec-legacy,bwapp,trivy,openssh: possible fallback from untrusted to trusted X11 forwarding,low,CVE-2016-1908,CWE-287,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.798,openssh-client,1:6.6p1-2ubuntu2.7,"The client in OpenSSH before 7.2 mishandles failed cookie generation for untrusted X11 forwarding and relies on the local X11 server for access-control decisions, which allows remote X11 clients to trigger a fallback and obtain trusted X11 forwarding privileges by leveraging configuration issues on this X11 server, as demonstrated by lack of the SECURITY extension on this X11 server.","[first_aid] Apply the vendor security patch for CVE-2016-1908; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.7 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.7"
103,36.0,P4,720,appsec-legacy,bwapp,trivy,perl: Integer overflow leading to buffer overflow in Perl_my_setenv(),medium,CVE-2018-18311,CWE-190,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.7,Perl before 5.26.3 and 5.28.x before 5.28.1 has a buffer overflow via a crafted regular expression that triggers invalid write operations.,"[first_aid] Apply the vendor security patch for CVE-2018-18311; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.7"
104,36.0,P4,720,appsec-legacy,bwapp,trivy,perl: heap buffer overflow in pp_pack.c,medium,CVE-2018-6913,CWE-787,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.4,Heap-based buffer overflow in the pack function in Perl before 5.26.2 allows context-dependent attackers to execute arbitrary code via a large item count.,"[first_aid] Apply the vendor security patch for CVE-2018-6913; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4"
105,35.7,P4,720,appsec-web,juice_shop,trivy,glibc: glibc: Application crash or uninitialized memory read via crafted DNS response,medium,CVE-2026-6238,CWE-126,bkimminich/juice-shop:latest (debian 13.6),,,,,False,,False,,0.0,libc6,,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.0.1 to version 2.43 fail to validate the RDATA content against the RDATA length in a DNS response when processing A6, CERT, LOC, TKEY or TSIG records, which may allow an attacker to craft a DNS response, causing a target application to crash or read uninitialized memory.

These functions are for application debugging only and hence not in the path of code executed by the DNS resolver.  Further, they have been deprecated since version 2.34 and should not be used by any new applications.  Applications should consider porting away from these interfaces since they may be removed in future versions.","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] glibc: glibc: Application crash or uninitialized memory read via crafted DNS response"
106,35.7,P4,720,appsec-web,juice_shop,trivy,engine.io: Specially crafted HTTP request can trigger an uncaught exception,medium,CVE-2022-41940,CWE-248,Node.js,,,,,False,,False,,0.0,engine.io,"3.6.1, 6.2.1","Engine.IO is the implementation of transport-based cross-browser/cross-device bi-directional communication layer for Socket.IO. A specially crafted HTTP request can trigger an uncaught exception on the Engine.IO server, thus killing the Node.js process. This impacts all the users of the engine.io package, including those who uses depending packages like socket.io. There is no known workaround except upgrading to a safe version. There are patches for this issue released in versions 3.6.1 and 6.2.1.","[first_aid] Apply the vendor security patch for CVE-2022-41940; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package engine.io from 4.1.2 to 3.6.1, 6.2.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade engine.io from 4.1.2 to 3.6.1, 6.2.1"
107,35.7,P4,720,appsec-web,juice_shop,trivy,lodash: Lodash: Prototype pollution allows deletion of built-in prototype properties via array path bypass,medium,CVE-2026-2950,CWE-1321,Node.js,,,,,False,,False,,0.0,lodash,4.18.0,"Impact:

Lodash versions 4.17.23 and earlier are vulnerable to prototype pollution in the _.unset and _.omit functions. The fix for (CVE-2025-13465: https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg) only guards against string key members, so an attacker can bypass the check by passing array-wrapped path segments. This allows deletion of properties from built-in prototypes such as Object.prototype, Number.prototype, and String.prototype.

The issue permits deletion of prototype properties but does not allow overwriting their original behavior.

Patches:

This issue is patched in 4.18.0.

Workarounds:

None. Upgrade to the patched version.","[first_aid] Apply the vendor security patch for CVE-2026-2950; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package lodash from 2.4.2 to 4.18.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade lodash from 2.4.2 to 4.18.0"
108,35.7,P4,720,appsec-web,juice_shop,trivy,minimatch: Minimatch: Denial of Service via catastrophic backtracking in glob expressions,high,CVE-2026-27904,CWE-1333,Node.js,,,,,False,,False,,0.0,minimatch,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.4","minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extglobs produce regexps with nested unbounded quantifiers (e.g. `(?:(?:a|b)*)*`), which exhibit catastrophic backtracking in V8. With a 12-byte pattern `*(*(*(a|b)))` and an 18-byte non-matching input, `minimatch()` stalls for over 7 seconds. Adding a single nesting level or a few input characters pushes this to minutes. This is the most severe finding: it is triggered by the default `minimatch()` API with no special options, and the minimum viable pattern is only 12 bytes. The same issue affects `+()` extglobs equally. Versions 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4 fix the issue.","[first_aid] Apply the vendor security patch for CVE-2026-27904; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package minimatch from 3.0.5 to 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.4 (fixed version) in the i | [scanner_guidance] Upgrade minimatch from 3.0.5 to 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.4"
109,35.7,P4,720,appsec-web,juice_shop,trivy,moment.js: regular expression denial of service,medium,CVE-2016-4055,CWE-400,Node.js,,,,,False,,False,,0.0,moment,>=2.11.2,"The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS).""","[first_aid] Apply the vendor security patch for CVE-2016-4055; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package moment from 2.0.0 to >=2.11.2 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade moment from 2.0.0 to >=2.11.2"
110,35.7,P4,720,appsec-web,juice_shop,trivy,undici: undici: Response desynchronization via retry interceptor with mismatched Content-Length,medium,CVE-2026-16728,CWE-444,Node.js,,,,,False,,False,,0.0,undici,"6.28.0, 7.29.0, 8.9.0","undici's retry interceptor can deliver a response whose body length does not match the Content-Length header exposed to the application after a retry or resume of a partial response. In undici before 6.28.0, from 7.0.0 up to before 7.29.0, and from 8.0.0 up to before 8.9.0, a malicious or faulty upstream can return a partial response with a mismatched framing header, close the socket early, and have the retry interceptor assemble a body of a different length while the original Content-Length stays attached. Applications that use the retry interceptor and forward upstream headers and bodies downstream, such as proxies or gateways, may then emit an invalid HTTP response with a stale Content-Length, leading to downstream response desynchronization, connection hangs, or response corruption. Exploitation requires the retry interceptor enabled, an upstream returning a mismatched partial response, and a downstream forwarder that does not remove or recalculate Content-Length. The issue is fixed in undici 6.28.0, 7.29.0, and 8.9.0.","[first_aid] Apply the vendor security patch for CVE-2026-16728; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 6.28.0, 7.29.0, 8.9.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 6.28.0, 7.29.0, 8.9.0"
111,35.5,P4,720,appsec-legacy,bwapp,trivy,php: libxml_disable_entity_loader setting is shared between threads,medium,CVE-2015-8866,CWE-611,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.798,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.16,"ext/libxml/libxml.c in PHP before 5.5.22 and 5.6.x before 5.6.6, when PHP-FPM is used, does not isolate each thread from libxml_disable_entity_loader changes in other threads, which allows remote attackers to conduct XML External Entity (XXE) and XML Entity Expansion (XEE) attacks via a crafted XML document, a related issue to CVE-2015-5161.","[first_aid] Apply the vendor security patch for CVE-2015-8866; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16"
112,35.5,P4,720,appsec-web,juice_shop,trivy,decompress: Decompress: Arbitrary file write leading to remote code execution via crafted ZIP archive (Zip Slip),medium,CVE-2026-10732,CWE-29,Node.js,,,,,False,,False,,0.0,decompress,,"All versions of the package decompress are vulnerable to Arbitrary File Write via Archive Extraction (Zip Slip) when extracting a ZIP archive containing two entries with the same path - the first being a symlink to an arbitrary target and the second being a regular file - the file content is written through the symlink to the target location outside the output directory. This is due to the microtask processing order that checks readlink for the second file before resolving symlink for the first file. An attacker can write arbitrary file on the host filesystem potentially leading to remote code execution by providing a specially crafted ZIP archive.**Note:**This bypasses all existing path traversal protections including preventWritingThroughSymlink, added as a part of the fix for [CVE-2020-12265](https://security.snyk.io/vuln/SNYK-JS-DECOMPRESS-557358).","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] decompress: Decompress: Arbitrary file write leading to remote code execution via crafted ZIP archive (Zip Slip)"
113,35.5,P4,720,appsec-web,juice_shop,trivy,Sandbox escape in notevil and argencoders-notevil,medium,CVE-2021-23771,CWE-1321,Node.js,,,,,False,,False,,0.0,notevil,,"This affects all versions of package notevil; all versions of package argencoders-notevil. It is vulnerable to Sandbox Escape leading to Prototype pollution. The package fails to restrict access to the main context, allowing an attacker to add or modify an object's prototype. **Note:** This vulnerability derives from an incomplete fix in [SNYK-JS-NOTEVIL-608878](https://security.snyk.io/vuln/SNYK-JS-NOTEVIL-608878).","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] Sandbox escape in notevil and argencoders-notevil"
114,35.3,P4,720,appsec-web,juice_shop,trivy,node-tar: hardlink path traversal via drive-relative linkpath,high,CVE-2026-29786,CWE-22,Node.js,,,,,False,,False,,0.798,tar,7.5.10,"node-tar is a full-featured Tar for Node.js. Prior to version 7.5.10, tar can be tricked into creating a hardlink that points outside the extraction directory by using a drive-relative link target such as C:../target.txt, which enables file overwrite outside cwd during normal tar.x() extraction. This issue has been patched in version 7.5.10.","[first_aid] Apply the vendor security patch for CVE-2026-29786; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.10 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.10"
115,35.0,P4,720,appsec-node,nodegoat,trivy,node-tar: tar: node-tar: Arbitrary file creation via path traversal bypass in hardlink security check,high,CVE-2026-24842,CWE-22,Node.js,,,,,False,,False,,0.798,tar,7.5.7,"node-tar,a Tar for Node.js, contains a vulnerability in versions prior to 7.5.7 where the security check for hardlink entries uses different path resolution semantics than the actual hardlink creation logic. This mismatch allows an attacker to craft a malicious TAR archive that bypasses path traversal protections and creates hardlinks to arbitrary files outside the extraction directory. Version 7.5.7 contains a fix for the issue.","[first_aid] Apply the vendor security patch for CVE-2026-24842; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 4.4.19 to 7.5.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 4.4.19 to 7.5.7"
116,34.7,P4,720,appsec-legacy,bwapp,trivy,Incorrect sanitation of the 302 redirect field in HTTP transport metho ...,high,CVE-2019-3462,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,apt,1.0.1ubuntu2.19,"Incorrect sanitation of the 302 redirect field in HTTP transport method of apt versions 1.4.8 and earlier can lead to content injection by a MITM attacker, potentially leading to remote code execution on the target machine.","[first_aid] Apply the vendor security patch for CVE-2019-3462; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package apt from 1.0.1ubuntu2.10 to 1.0.1ubuntu2.19 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade apt from 1.0.1ubuntu2.10 to 1.0.1ubuntu2.19"
117,34.7,P4,720,appsec-legacy,bwapp,trivy,glibc: Incorrect handling of RPATH in elf/dl-load.c can be used to execute code loaded from arbitrary libraries,low,CVE-2017-16997,CWE-426,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libc-bin,2.19-0ubuntu6.14,"elf/dl-load.c in the GNU C Library (aka glibc or libc6) 2.19 through 2.26 mishandles RPATH and RUNPATH containing $ORIGIN for a privileged (setuid or AT_SECURE) program, which allows local users to gain privileges via a Trojan horse library in the current working directory, related to the fillin_rpath and decompose_rpath functions. This is associated with misinterpretion of an empty RPATH/RUNPATH token as the ""./"" directory. NOTE: this configuration of RPATH/RUNPATH for a privileged program is apparently very uncommon; most likely, no such program is shipped with any common Linux distribution.","[first_aid] Apply the vendor security patch for CVE-2017-16997; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.14 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.14"
118,34.7,P4,720,appsec-web,juice_shop,trivy,Cross-Site Scripting in sanitize-html,medium,CVE-2017-16016,CWE-79,Node.js,,,,,False,,False,,0.456,sanitize-html,1.11.4,"Sanitize-html is a library for scrubbing html input of malicious values. Versions 1.11.1 and below are vulnerable to cross site scripting (XSS) in certain scenarios: If allowed at least one nonTextTags, the result is a potential XSS vulnerability.","[first_aid] Apply the vendor security patch for CVE-2017-16016; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package sanitize-html from 1.4.2 to 1.11.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade sanitize-html from 1.4.2 to 1.11.4"
119,34.7,P4,720,appsec-web,juice_shop,trivy,sanitize-html: sanitize-html cross site scripting,medium,CVE-2019-25225,CWE-79,Node.js,,,,,False,,False,,0.456,sanitize-html,2.0.0-beta,"`sanitize-html` prior to version 2.0.0-beta is vulnerable to Cross-site Scripting (XSS). The `sanitizeHtml()` function in `index.js` does not sanitize content when using the custom `transformTags` option, which is intended to convert attribute values into text. As a result, malicious input can be transformed into executable code.","[first_aid] Apply the vendor security patch for CVE-2019-25225; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package sanitize-html from 1.4.2 to 2.0.0-beta (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade sanitize-html from 1.4.2 to 2.0.0-beta"
120,34.7,P4,720,appsec-web,juice_shop,trivy,node-tar: tar: node-tar: Arbitrary file overwrite and symlink poisoning via unsanitized linkpaths in archives,high,CVE-2026-23745,CWE-22,Node.js,,,,,False,,False,,0.798,tar,7.5.3,"node-tar is a Tar for Node.js. The node-tar library (<= 7.5.2) fails to sanitize the linkpath of Link (hardlink) and SymbolicLink entries when preservePaths is false (the default secure behavior). This allows malicious archives to bypass the extraction root restriction, leading to Arbitrary File Overwrite via hardlinks and Symlink Poisoning via absolute symlink targets. This vulnerability is fixed in 7.5.3.","[first_aid] Apply the vendor security patch for CVE-2026-23745; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.3 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.3"
121,34.5,P4,720,appsec-web,juice_shop,trivy,Out-of-bounds Read in base64url,medium,GHSA-rvg8-pwq2-xj7q,,Node.js,,,,,False,,False,,,base64url,3.0.0,"Versions of `base64url` before 3.0.0 are vulnerable to to out-of-bounds reads as it allocates uninitialized Buffers when number is passed in input on Node.js 4.x and below.


## Recommendation

Update to version 3.0.0 or later.","[first_aid] Apply the vendor security patch for GHSA-rvg8-pwq2-xj7q; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package base64url from 0.0.6 to 3.0.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade base64url from 0.0.6 to 3.0.0"
122,34.5,P4,720,appsec-web,juice_shop,trivy,Cross Site Scripting,medium,NSWG-ECO-154,,Node.js,,,,,False,,False,,,sanitize-html,>=1.11.4,"Sanitize-html is a library for scrubbing html input of malicious values.

Versions 1.11.1 and below are vulnerable to cross site scripting (XSS) in certain scenarios:

If allowed at least one nonTextTags, the result is a potential XSS vulnerability.
PoC:

```
var sanitizeHtml = require('sanitize-html');

var dirty = '!<textarea>&lt;/textarea&gt;<svg/onload=prompt`xs`&gt;</textarea>!';
var clean = sanitizeHtml(dirty, {
    allowedTags: [ 'textarea' ]
});

console.log(clean);

// !<textarea></textarea><svg/onload=prompt`xs`></textarea>!
```","[first_aid] Apply the vendor security patch for NSWG-ECO-154; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package sanitize-html from 1.4.2 to >=1.11.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade sanitize-html from 1.4.2 to >=1.11.4"
123,34.5,P4,720,appsec-node,nodegoat,trivy,Denial of Service in mongodb,high,GHSA-mh5c-679w-hh4r,,Node.js,,,,,False,,False,,,mongodb,3.1.13,"Versions of `mongodb` prior to 3.1.13 are vulnerable to Denial of Service. The package fails to properly catch an exception when a collection name is invalid and the DB does not exist, crashing the application.


## Recommendation

Upgrade to version 3.1.13 or later.","[first_aid] Apply the vendor security patch for GHSA-mh5c-679w-hh4r; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package mongodb from 2.2.36 to 3.1.13 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade mongodb from 2.2.36 to 3.1.13"
124,34.5,P4,720,appsec-node,nodegoat,wapiti,Cleartext Submission of Password: Password field password sent in clear text from URL http://nodegoat:4000/login,high,,CWE-319,/login,password,,,,False,,False,,0.0,,,"A password was submitted to the application using an unencrypted HTTP connection. This makes the password vulnerable to eavesdropping by attackers on the network, potentially leading to account compromise or further attacks.",[first_aid] Force HTTPS on all endpoints (HSTS) and disable cleartext listeners. | [full_remediation] Serve everything over TLS with modern ciphers; migrate internal links to HTTPS. | [scanner_guidance] Ensure that all password submissions and sensitive data transmissions are performed exclusively over HTTPS (HTTP Secure)
